company,school_1,alumnicount_1,school_2,alumnicount_2,school_3,alumnicount_3,school_4,alumnicount_4,school_5,alumnicount_5,school_6,alumnicount_6,school_7,alumnicount_7,school_8,alumnicount_8,school_9,alumnicount_9,school_10,alumnicount_10,school_11,alumnicount_11,school_12,alumnicount_12,school_13,alumnicount_13,school_14,alumnicount_14,school_15,alumnicount_15,id
Charter Communications,university of phoenix,422.0,university of missourisaint louis,203.0,jawaharlal nehru technological university,198.0,university of colorado boulder,194.0,university of north carolina at charlotte,184.0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,101
Chevron Corporation,texas am university,921.0,university of houston,631.0,university of buenos aires,580.0,the university of texas at austin,556.0,louisiana state university,483.0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,102
Chipotle Mexican Grill,the ohio state university,166.0,southern new hampshire university,139.0,arizona state university,122.0,kent state university,116.0,university of cincinnati,103.0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,103
Chubb Limited,universidad autonoma de nuevo leon,366.0,rutgers university,283.0,tecnologico de monterrey,245.0,penn state university,241.0,temple university,167.0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,104
Church & Dwight,rutgers university,110.0,penn state university,78.0,rider university,63.0,rutgers business school,49.0,colorado state university,45.0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,105
Cigna,university of phoenix,466.0,university of hartford,421.0,university of connecticut,390.0,central connecticut state university,287.0,penn state university,240.0,the university of tennessee at chattanooga,181.0,southern new hampshire university,169.0,arizona state university,162.0,capella university,153.0,middle tennessee state university mtsu,141.0,temple university,120.0,jawaharlal nehru technological university,117.0,university of connecticut school of business,109.0,rutgers university,108.0,the university of alabama,71.0,106
Cincinnati Financial,university of cincinnati,361.0,miami university,326.0,xavier university,110.0,university of cincinnati carl h lindner college of business,108.0,the ohio state university,108.0,northern kentucky university,101.0,cincinnati state technical and community college,86.0,ohio university,65.0,bowling green state university,46.0,wright state university,42.0,university of dayton,38.0,wilmington college oh,37.0,mount st joseph university,33.0,university of phoenix,26.0,university of kentucky,26.0,107
Cintas,university of cincinnati,252.0,miami university,246.0,university of phoenix,147.0,xavier university,105.0,ohio university,96.0,penn state university,90.0,the ohio state university,88.0,the university of alabama,86.0,university of kentucky,85.0,indiana university bloomington,84.0,texas state university,73.0,arizona state university,68.0,university of dayton,65.0,university of missouricolumbia,62.0,ball state university,62.0,108
Cisco,san jose state university,1589.0,north carolina state university,1432.0,cisco networking academy,837.0,birla institute of technology and science pilani,811.0,visvesvaraya technological university,773.0,university of mumbai,577.0,university of california berkeley,568.0,stanford university,537.0,university of southern california,466.0,georgia institute of technology,425.0,savitribai phule pune university,403.0,kendriya vidyalaya,389.0,cornell university,324.0,vellore institute of technology,323.0,university of california berkeley haas school of business,199.0,109
Citigroup,university of mumbai,1833.0,new york university,991.0,the institute of chartered accountants of india,934.0,university of madras,900.0,the london school of economics and political science lse,876.0,savitribai phule pune university,863.0,nyu stern school of business,827.0,columbia university,764.0,delhi university,674.0,cornell university,663.0,the wharton school,465.0,birla institute of technology and science pilani,401.0,columbia business school,357.0,universita bocconi,324.0,london business school,277.0,110
Citizens Financial Group,bryant university,47.0,boston college,27.0,university of rhode island,25.0,bentley university,23.0,providence college,22.0,boston university,20.0,community college of rhode island,18.0,babson college,16.0,boston college carroll school of management,15.0,rhode island college,15.0,johnson wales university,15.0,university of connecticut,11.0,university of rhode island college of business,10.0,university of massachusetts amherst,10.0,harvard business school,10.0,111
Clorox,georgia institute of technology,101.0,university of california berkeley,84.0,tecnologico de monterrey,70.0,north carolina state university,65.0,university of california davis,61.0,university of buenos aires,61.0,university of arkansas,58.0,california polytechnic state universitysan luis obispo,50.0,university of california berkeley haas school of business,44.0,california state university east bay,42.0,universidad nacional autonoma de mexico,41.0,michigan state university,40.0,purdue university,39.0,university of illinois urbanachampaign,36.0,ucla,33.0,112
CME Group,depaul university,185.0,university of illinois urbanachampaign,143.0,university of illinois chicago,93.0,ulster university,89.0,queens university belfast,88.0,northwestern university,68.0,northern illinois university,66.0,illinois institute of technology,62.0,university of chicago,59.0,loyola university chicago,50.0,the university of chicago booth school of business,48.0,depaul driehaus college of business,43.0,kalinga institute of industrial technology bhubaneswar,38.0,indiana university bloomington,38.0,northwestern university kellogg school of management,34.0,113
CMS Energy,michigan state university,398.0,central michigan university,250.0,western michigan university,191.0,michigan technological university,178.0,ferris state university,151.0,jackson college,146.0,spring arbor university,137.0,delta college,132.0,university of michigan,132.0,grand valley state university,131.0,eastern michigan university,131.0,lansing community college,124.0,saginaw valley state university,105.0,wayne state university,88.0,davenport university,82.0,114
Coca-Cola Company (The),georgia institute of technology,365.0,georgia state university,293.0,tecnologico de monterrey,254.0,the university of georgia,250.0,university of georgia terry college of business,156.0,kennesaw state university,154.0,university of buenos aires,133.0,georgia state university j mack robinson college of business,130.0,fgv fundacao getulio vargas,118.0,emory university goizueta business school,109.0,universidad de costa rica ucr,105.0,pontificia universidade catolica do rio de janeiro,88.0,harvard business school,85.0,cornell university,83.0,harvard business school online,63.0,115
Regeneron Pharmaceuticals,university of limerick,576.0,university at albany,573.0,limerick institute of technology,307.0,rensselaer polytechnic institute,306.0,hudson valley community college,294.0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,116
Cognizant,anna university chennai,6273.0,savitribai phule pune university,4156.0,university of madras,3834.0,osmania university,3188.0,jawaharlal nehru technological university,2334.0,visvesvaraya technological university,2144.0,kendriya vidyalaya,2048.0,university of mumbai,1807.0,bharathiar university,1698.0,birla institute of technology and science pilani,1625.0,srm ist chennai,1563.0,delhi university,1181.0,indira gandhi national open university,1114.0,rajiv gandhi prodyogiki vishwavidyalaya,981.0,jadavpur university,539.0,117
Colgate-Palmolive,tecnologico de monterrey,342.0,rutgers university,201.0,university of mumbai,181.0,universidad nacional autonoma de mexico,164.0,universidad icesi,151.0,instituto politecnico nacional,147.0,kansas state university,141.0,fgv fundacao getulio vargas,136.0,universidad del valle de mexico,124.0,usp universidade de sao paulo,91.0,universidad panamericana,81.0,pontificia universidad javeriana,80.0,espm escola superior de propaganda e marketing,79.0,stanford university graduate school of business,75.0,the tuck school of business at dartmouth,63.0,118
Comcast,university of phoenix,1072.0,penn state university,762.0,drexel university,729.0,temple university,625.0,southern new hampshire university,508.0,anna university chennai,438.0,villanova university,408.0,the university of arizona global campus,354.0,university of pennsylvania,277.0,fox school of business at temple university,265.0,saint josephs university,217.0,university of madras,212.0,shanmugha arts science technology reserch academy sastra thanjavur,206.0,rutgers university,189.0,birla institute of technology and science pilani,123.0,119
Conagra Brands,university of nebraska at omaha,244.0,university of nebraskalincoln,205.0,bellevue university,150.0,purdue university,105.0,michigan state university,96.0,university of illinois urbanachampaign,91.0,iowa state university,86.0,university of arkansas,73.0,creighton university,59.0,kansas state university,51.0,metropolitan community college,49.0,tecnologico de monterrey,45.0,university of phoenix,44.0,indiana university kelley school of business,38.0,university of wisconsinmadison,38.0,120
ConocoPhillips,texas am university,405.0,oklahoma state university,336.0,the university of texas at austin,216.0,university of houston,214.0,university of stavanger,193.0,university of oklahoma,192.0,university of calgary,189.0,texas tech university,172.0,southern alberta institute of technology sait,156.0,university of alaska anchorage,116.0,norwegian university of science and technology ntnu,110.0,the university of tulsa,98.0,colorado school of mines,94.0,louisiana state university,83.0,university of alberta,72.0,121
Consolidated Edison,manhattan university,375.0,the city college of new york,225.0,baruch college,190.0,new york university,174.0,stony brook university,155.0,new york university polytechnic school of engineering,140.0,nyu stern school of business,132.0,mercy university,130.0,new york institute of technology,122.0,city tech cuny,122.0,brooklyn college,107.0,columbia university,102.0,stevens institute of technology,81.0,rutgers university,78.0,pace university lubin school of business,70.0,122
Constellation Brands,institute of technology of sonora,118.0,tecnologico de monterrey,92.0,rochester institute of technology,84.0,st john fisher university,78.0,wine spirit education trust,65.0,california polytechnic state universitysan luis obispo,52.0,suny geneseo,50.0,universita degli studi di firenze,49.0,university of california davis,48.0,california state university fresno,44.0,universidad autonoma de coahuila,43.0,university of illinois urbanachampaign,43.0,universidad nacional autonoma de mexico,42.0,university of rochester simon business school,39.0,university at buffalo,36.0,123
Constellation Energy,penn state university,243.0,university of illinois urbanachampaign,207.0,excelsior university,127.0,university of illinois chicago,121.0,university of maryland,114.0,towson university,107.0,northern illinois university,87.0,loyola university maryland,80.0,university of maryland global campus,79.0,joliet junior college,78.0,purdue university,78.0,drexel university,78.0,state university of new york at oswego,77.0,university of maryland baltimore county,71.0,university of phoenix,65.0,124
Cooper Companies (The),california polytechnic state universitysan luis obispo,5.0,university of california berkeley,5.0,university of portsmouth,4.0,icaew,4.0,rochester institute of technology,4.0,ucla,4.0,university of rochester simon business school,3.0,cal state east bay college of business economics,3.0,san jose state university,3.0,monroe community college,3.0,the institute of chartered accountants of india,3.0,suny brockport,3.0,suny geneseo,3.0,university of michigan,3.0,university of california davis,3.0,125
Copart,the university of texas at dallas,105.0,university of north texas,41.0,university of phoenix,30.0,the university of texas at arlington,29.0,osmania university,25.0,jawaharlal nehru technological university,24.0,collin college,18.0,naveen jindal school of management ut dallas,16.0,texas am university,13.0,birla institute of technology and science pilani,13.0,southern methodist university,10.0,dallas college,10.0,gitam deemed university,9.0,arizona state university,7.0,solano community college,7.0,126
Corning Inc.,corning community college,428.0,rochester institute of technology,225.0,penn state university,218.0,lodz university of technology,211.0,alfred university,209.0,north carolina state university,174.0,universidad tecmilenio,158.0,university of north carolina at charlotte,137.0,clarkson university,128.0,cornell university,126.0,alfred state college suny college of technology,120.0,commonwealth universitymansfield,112.0,tecnologico de monterrey,104.0,university at buffalo,98.0,binghamton university,90.0,127
